,State,District,CrimeCount,Population,c_rate_per1000
209,MIZORAM,Champhai,335.0,125745,2.664121833870134
210,MIZORAM,Serchhip,249.0,64937,3.8344857323251764
211,MIZORAM,Lunglei,727.0,161428,4.5035557647991675
212,MIZORAM,Lawngtlai,257.0,117894,2.1799243388128318
213,MIZORAM,Saiha,249.0,56574,4.401315091738255
214,TRIPURA,Dhalai,1223.0,378230,3.23348227269122
215,ASSAM,Kokrajhar,5254.0,887142,5.922388974932987
216,ASSAM,Dhubri,30170.0,1949258,15.47768432911395
217,ASSAM,Goalpara,12192.0,1008183,12.093042632141188
218,ASSAM,Barpeta,24258.0,1693622,14.32314884903479
219,ASSAM,Morigaon,13129.0,957423,13.712852104033432
220,ASSAM,Nagaon,25406.0,2823768,8.997198070096411
221,ASSAM,Sonitpur,12786.0,1924110,6.64515022529897
222,ASSAM,Lakhimpur,13511.0,1042137,12.964706175867473
223,ASSAM,Dhemaji,5920.0,686133,8.628064821251856
224,ASSAM,Tinsukia,15748.0,1327929,11.859067766424259
225,ASSAM,Dibrugarh,15398.0,1326335,11.6094350220721
226,ASSAM,Jorhat,18968.0,1092256,17.365892245041458
227,ASSAM,Golaghat,12146.0,1066888,11.384512713611926
228,ASSAM,Karbi Anglong,3525.0,956313,3.6860316653647915
229,ASSAM,Dima Hasao,1129.0,214102,5.273187546122876
230,ASSAM,Cachar,22150.0,1736617,12.754683387298408
231,ASSAM,Karimganj,11118.0,1228686,9.048691040672718
232,ASSAM,Hailakandi,11196.0,659296,16.981750230548947
233,ASSAM,Bongaigaon,9971.0,738804,13.496136999799676
234,ASSAM,Chirang,3618.0,482162,7.503702075236124
235,ASSAM,Kamrup,26602.0,1517542,17.529663099933973
236,ASSAM,Nalbari,9105.0,771639,11.799559120262195
237,ASSAM,Baksa,5844.0,950075,6.151093334736731
238,ASSAM,Darrang,14154.0,928500,15.24394184168013
239,ASSAM,Udalguri,4857.0,831668,5.840070797481688
240,WEST BENGAL,Uttar Dinajpur,15258.0,3007134,5.073934184509238
241,WEST BENGAL,Dakshin Dinajpur,6026.0,1676276,3.5948733979368552
242,WEST BENGAL,Birbhum,14130.0,3502404,4.03437182004132
243,WEST BENGAL,Kolkata,78567.0,4496694,17.47216955389893
244,WEST BENGAL,Paschim Medinipur,21144.0,5913457,3.5755734758872855
245,JHARKHAND,Chatra,6173.0,1042886,5.919151278279697
246,JHARKHAND,Giridih,12387.0,2445474,5.065275688884854
247,JHARKHAND,Deoghar,12185.0,1492073,8.166490513533855
248,JHARKHAND,Godda,6028.0,1313551,4.589087138603678
249,JHARKHAND,Pakur,2359.0,900422,2.619882677233564
250,JHARKHAND,Dhanbad,13084.0,2684487,4.873929357825164
251,JHARKHAND,Bokaro,12338.0,2062330,5.982553713518206
252,JHARKHAND,Palamu,10577.0,1939869,5.452430035224028
253,JHARKHAND,Latehar,2872.0,726978,3.95060098104757
254,JHARKHAND,Hazaribagh,12292.0,1734495,7.0867889500978665
255,JHARKHAND,Ramgarh,4019.0,949443,4.233008195331368
256,JHARKHAND,Dumka,5385.0,1321442,4.075093723371892
257,JHARKHAND,Jamtara,3013.0,791042,3.808900159536409
258,JHARKHAND,Ranchi,23540.0,2914253,8.07754165475681
259,JHARKHAND,Khunti,1540.0,531885,2.8953627193848295
260,JHARKHAND,Gumla,4067.0,1025213,3.96698052014557
261,JHARKHAND,Simdega,1564.0,599578,2.608501312589855
262,ODISHA,Jharsuguda,6247.0,579505,10.779889733479434
263,ODISHA,Sambalpur,17898.0,1041099,17.191448651857318
264,ODISHA,Sundargarh,7048.0,2093437,3.3667122535810727
265,ODISHA,Mayurbhanj,12981.0,2519738,5.151726092157201
266,ODISHA,Bhadrak,12539.0,1506337,8.324166504573677
267,ODISHA,Cuttack,15501.0,2624470,5.906335374380351
268,ODISHA,Dhenkanal,9295.0,1192811,7.792517003951171
269,ODISHA,Puri,18256.0,1698730,10.746852060068404
270,ODISHA,Ganjam,14112.0,3529031,3.9988314072616538
271,ODISHA,Gajapati,2439.0,577817,4.221059608838092
272,ODISHA,Kandhamal,4316.0,733110,5.887247479914337
273,ODISHA,Nuapada,5159.0,610382,8.452084104708199
274,ODISHA,Kalahandi,10368.0,1576869,6.575054744560265
275,ODISHA,Koraput,7967.0,1379647,5.774665548506248
276,CHHATTISGARH,Koriya,7555.0,658917,11.465784006179838
277,CHHATTISGARH,Raigarh,13344.0,1493984,5.065674588110242
278,CHHATTISGARH,Bilaspur,4726.0,2663629,1.7742711165856806
279,CHHATTISGARH,Rajnandgaon,16649.0,1537133,10.831203285597278
280,CHHATTISGARH,Durg,27855.0,3343872,8.33016335553514
281,CHHATTISGARH,Raipur,40037.0,4063872,9.851934312891744
282,CHHATTISGARH,Mahasamund,7721.0,1032754,7.476126938264098
283,CHHATTISGARH,Narayanpur,1025.0,139820,7.330853955085109
284,MADHYA PRADESH,Morena,25543.0,1965970,12.99256855394538
285,MADHYA PRADESH,Bhind,20441.0,1703005,12.002900754842175
286,MADHYA PRADESH,Gwalior,45248.0,2032036,22.267322035633228
287,MADHYA PRADESH,Datia,10377.0,786754,13.189637421608278
288,MADHYA PRADESH,Shivpuri,17063.0,1726050,9.885576895223197
289,MADHYA PRADESH,Tikamgarh,11958.0,1445166,8.274481962625746
290,MADHYA PRADESH,Chhatarpur,18644.0,1762375,10.578906305411731
291,MADHYA PRADESH,Panna,8501.0,1016520,8.362845787589029
292,MADHYA PRADESH,Sagar,32142.0,2378458,13.513797594912335
293,MADHYA PRADESH,Damoh,15616.0,1264219,12.352290228196223
294,MADHYA PRADESH,Satna,25617.0,2228935,11.492932723475562
295,MADHYA PRADESH,Rewa,30298.0,2365106,12.810419490712043
296,MADHYA PRADESH,Umaria,6187.0,644758,9.595848364812843
297,MADHYA PRADESH,Mandsaur,12088.0,1340411,9.01812951400727
298,MADHYA PRADESH,Ratlam,20072.0,1455069,13.794534829619764
299,MADHYA PRADESH,Ujjain,37018.0,1986864,18.63137084370143
300,MADHYA PRADESH,Shajapur,10914.0,1512681,7.215004353198063
301,MADHYA PRADESH,Dewas,27231.0,1563715,17.414298641376465
302,MADHYA PRADESH,Dhar,29112.0,2185793,13.318736037676029
303,MADHYA PRADESH,Indore,74802.0,3276697,22.82847635896758
304,MADHYA PRADESH,Rajgarh,17799.0,1545814,11.514321904187696
305,MADHYA PRADESH,Vidisha,19388.0,1458875,13.289692399965729
306,MADHYA PRADESH,Bhopal,67393.0,2371061,28.42314052654065
307,MADHYA PRADESH,Sehore,15975.0,1311332,12.18226963118417
308,MADHYA PRADESH,Raisen,17396.0,1331597,13.064012610421921
309,MADHYA PRADESH,Betul,17101.0,1575362,10.855282785797804
310,MADHYA PRADESH,Hoshangabad,17369.0,1241350,13.992024811696943
311,MADHYA PRADESH,Jabalpur,48210.0,2463289,19.571394180707177
312,MADHYA PRADESH,Mandla,6966.0,1054905,6.603438224295079
313,MADHYA PRADESH,Chhindwara,17583.0,2090922,8.409208951840384
314,MADHYA PRADESH,Seoni,11794.0,1379131,8.551761942846618
315,MADHYA PRADESH,Balaghat,17491.0,1701698,10.278557064767075
316,MADHYA PRADESH,Guna,20161.0,1241519,16.238978219423142
317,MADHYA PRADESH,Shahdol,17749.0,1066063,16.64910985560891
318,MADHYA PRADESH,Anuppur,9260.0,749237,12.359240133629278
319,MADHYA PRADESH,Sidhi,12834.0,1127033,11.387421663784469
320,MADHYA PRADESH,Singrauli,11869.0,1178273,10.073217327393566
321,MADHYA PRADESH,Jhabua,8422.0,1025048,8.216200607191078
322,MADHYA PRADESH,Alirajpur,9054.0,728999,12.41977012314146
323,MADHYA PRADESH,Burhanpur,6300.0,757847,8.313023605028455
324,GUJARAT,Gandhinagar,9807.0,1391753,7.046508971060239
325,GUJARAT,Surendranagar,7701.0,1756268,4.384866091052163
326,GUJARAT,Jamnagar,9553.0,2160119,4.422441541415079
327,GUJARAT,Junagadh,9279.0,2743082,3.382691439774677
328,GUJARAT,Amreli,6969.0,1514190,4.602460721573911
329,GUJARAT,Bhavnagar,14725.0,2880365,5.112199321960932
330,GUJARAT,Kheda,7926.0,2299885,3.446259269485213
331,GUJARAT,Narmada,3329.0,590297,5.639533997292888
332,GUJARAT,Bharuch,8650.0,1551019,5.576978747520179
333,GUJARAT,Valsad,13497.0,1705678,7.912982403478265
334,GUJARAT,Tapi,4643.0,807022,5.753250840745357
335,DAMAN & DIU,Diu,262.0,52074,5.031301609248378
336,DAMAN & DIU,Daman,1010.0,191173,5.2831728329837375
337,MAHARASHTRA,Nandurbar,8625.0,1648295,5.232679829763483
338,MAHARASHTRA,Dhule,15873.0,2050862,7.739672391413952
339,MAHARASHTRA,Jalgaon,23989.0,4229917,5.671269672667337
340,MAHARASHTRA,Akola,19748.0,1813906,10.88700296487249
341,MAHARASHTRA,Washim,11420.0,1197160,9.539242874803701
342,MAHARASHTRA,Wardha,18036.0,1300774,13.865590794403948
343,MAHARASHTRA,Bhandara,11515.0,1200334,9.593163236232582
344,MAHARASHTRA,Gadchiroli,5067.0,1072942,4.722529269988499
345,MAHARASHTRA,Chandrapur,26235.0,2204307,11.901699717870514
346,MAHARASHTRA,Yavatmal,27546.0,2772348,9.93598206285791
347,MAHARASHTRA,Nanded,26024.0,3361292,7.742261011539611
348,MAHARASHTRA,Hingoli,11151.0,1177345,9.471310448509145
349,MAHARASHTRA,Parbhani,16832.0,1836086,9.167326584920314
350,MAHARASHTRA,Jalna,17932.0,1959046,9.153434886163978
351,MAHARASHTRA,Aurangabad,15292.0,3701282,4.131541449692295
352,MAHARASHTRA,Raigarh,13344.0,2634200,5.065674588110242
353,MAHARASHTRA,Latur,18362.0,2454196,7.481880012843311
354,MAHARASHTRA,Osmanabad,14065.0,1657576,8.485282122810657
355,MAHARASHTRA,Satara,26161.0,3003741,8.709472620974978
356,MAHARASHTRA,Ratnagiri,7959.0,1615069,4.927962830071038
357,MAHARASHTRA,Sindhudurg,4985.0,849651,5.867114850685752
358,MAHARASHTRA,Kolhapur,24158.0,3876001,6.232712530259925
359,MAHARASHTRA,Sangli,28292.0,2822143,10.025005820045262
360,ANDHRA PRADESH,Adilabad,5626.0,2741239,2.052356616843697
361,ANDHRA PRADESH,Medak,6751.0,3033288,2.2256376578814807
362,ANDHRA PRADESH,Nalgonda,17316.0,3488809,4.963298363424309
363,ANDHRA PRADESH,Srikakulam,16104.0,2703114,5.957573376483566
364,ANDHRA PRADESH,Vizianagaram,14891.0,2344474,6.3515313029703035
365,ANDHRA PRADESH,Visakhapatnam,25178.0,4290589,5.868191989491419
366,ANDHRA PRADESH,East Godavari,30146.0,5154296,5.84871338394225
367,ANDHRA PRADESH,West Godavari,34014.0,3936966,8.639647891294972
368,ANDHRA PRADESH,Krishna,28771.0,4517398,6.368931849706402
369,ANDHRA PRADESH,Guntur,34770.0,4887813,7.113610933969855
370,ANDHRA PRADESH,Kurnool,27216.0,4053463,6.714258894185046
371,ANDHRA PRADESH,Anantapur,32011.0,4081148,7.843626352193059
372,ANDHRA PRADESH,Chittoor,20486.0,4174064,4.90792666331901
373,KARNATAKA,Bidar,13522.0,1703300,7.9387072154053895
374,KARNATAKA,Raichur,9737.0,1928812,5.048185100465987
375,KARNATAKA,Koppal,7095.0,1389920,5.1046103372855995
376,KARNATAKA,Gadag,4084.0,1064570,3.83629070892473
377,KARNATAKA,Dharwad,3462.0,1847023,1.8743675633708947
378,KARNATAKA,Uttara Kannada,9917.0,1437169,6.9003714942362375
379,KARNATAKA,Haveri,8263.0,1597668,5.171913063289745
380,KARNATAKA,Chitradurga,12886.0,1659456,7.765195341123838
381,KARNATAKA,Davanagere,12206.0,1945497,6.273975236147884
382,KARNATAKA,Shimoga,18098.0,1752753,10.325470845007827
383,KARNATAKA,Udupi,9409.0,1177361,7.991601556362067
384,KARNATAKA,Mandya,20524.0,1805769,11.365794849728841
385,KARNATAKA,Hassan,19490.0,1776421,10.971498310366743
386,KARNATAKA,Dakshina Kannada,7173.0,2089649,3.432633901674396
387,KARNATAKA,Kodagu,6254.0,554519,11.278242945688065
388,KARNATAKA,Kolar,7345.0,1536401,4.780652967552091
389,KARNATAKA,Chikkaballapura,8879.0,1255104,7.0743141604201725
390,KARNATAKA,Ramanagara,14292.0,1082636,13.201112839403086
391,GOA,North Goa,5211.0,818008,6.370353346177544
392,GOA,South Goa,4482.0,640537,6.997253866677491
393,LAKSHADWEEP,Lakshadweep,439.0,64473,6.8090518511625024
394,KERALA,Kannur,24345.0,2523003,9.649215637080099
395,KERALA,Malappuram,28273.0,4112920,6.87419157192457
396,KERALA,Palakkad,38620.0,2809934,13.744095057036926
397,KERALA,Kottayam,36671.0,1974551,18.57181708651739
398,KERALA,Pathanamthitta,24113.0,1197412,20.137596750324867
399,TAMIL NADU,Thiruvallur,16009.0,3728104,4.294139863051031
400,TAMIL NADU,Chennai,73203.0,4646732,15.753652244200872
401,TAMIL NADU,Vellore,29207.0,3936331,7.41985366576134
402,TAMIL NADU,Salem,18686.0,3482056,5.366369753961452
403,TAMIL NADU,Erode,17427.0,2251744,7.739334489178166
404,TAMIL NADU,Dindigul,20163.0,2159775,9.33569469041914
405,TAMIL NADU,Cuddalore,24719.0,2605914,9.48573130195394
406,TAMIL NADU,Thiruvarur,11141.0,1264277,8.812151134601041
407,TAMIL NADU,Thanjavur,22743.0,2405890,9.453050638225356
408,TAMIL NADU,Madurai,16514.0,3038252,5.435362175356093
409,TAMIL NADU,Virudhunagar,12873.0,1942288,6.627750364518548
410,TAMIL NADU,Dharmapuri,11079.0,1506843,7.352458086210707
411,TAMIL NADU,Krishnagiri,15645.0,1879809,8.322654056874928
412,TAMIL NADU,Coimbatore,18010.0,3458045,5.208145064624665
413,TAMIL NADU,Tiruppur,15520.0,2479052,6.260457626544341
414,PUDUCHERRY,Puducherry,12836.0,950289,13.507469832861371
415,PUDUCHERRY,Karaikal,0.0,200222,0.0
416,ANDAMAN & NICOBAR ISLANDS,South Andaman,1768.0,238142,7.424141898531128
